,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
28010,MAHARISHI VIDYA MANDIR SINIOR SECONDARY SCHOOL NAIPALAPUR SITAPUR,372,190,UTTAR PRADESH,SITAPUR,23,0,51.075268817204304
28012,MAHARSHI PUBLIC SCHOOL,465,272,KARNATAKA,MYSURU (MYSORE),32,0,58.49462365591398
28013,MAHARSHI VIDYA MANDIR,669,74,CHHATTISGARH,MAHASAMUND,6,0,11.061285500747383
28014,MAHARSHI VIDYA MANDIR,669,74,MAHARASHTRA,BHANDARA,16,0,11.061285500747383
28015,MAHARSHI VIDYA MANDIR,669,194,CHHATTISGARH,MAHASAMUND,6,0,28.998505231689087
28016,MAHARSHI VIDYA MANDIR,669,194,MAHARASHTRA,BHANDARA,16,0,28.998505231689087
28017,"MAHARSHI VIDYA MANDIR KHAPA, DEVADI, TUMSAR ,BHANDARA",235,98,MAHARASHTRA,BHANDARA,14,0,41.702127659574465
28018,MAHARSHI VIDYA MANDIR MAIN CAMPUS,213,111,MAHARASHTRA,YAVATMAL,11,0,52.112676056338024
28019,MAHARSHI VIDYALAYA,118,43,,,0,0,36.440677966101696
28020,MAHATHMA GANDHI GOVT. SENIOR SECONDARY SCHOOL,547,360,RAJASTHAN,SAWAI MADHOPUR,91,3,65.81352833638026
28021,MAHATMA BASWESHWAR COLLEGE LATUR,356,238,MAHARASHTRA,LATUR,50,0,66.85393258426966
28022,MAHATMA BUDDH VIDYAPEETH INTER COLLEGE BAHRAICH,635,311,UTTAR PRADESH,BAHRAICH,27,0,48.976377952755904
28023,MAHATMA GANDHI CENTRAL UNIVERSITY DDU PARISAR,283,44,BIHAR,MOTIHARI,5,0,15.547703180212014
28024,MAHATMA GANDHI CENTRAL UNIVERSITY MAHATMA BUDHA PARISAR,356,150,BIHAR,MOTIHARI,14,0,42.13483146067416
28025,"MAHATMA GANDHI GOVT. SCHOOL, MULTIPURPOSE",352,230,RAJASTHAN,KOTA,39,0,65.3409090909091
28028,MAHATMA GANDHI SHIKSHAN SANSTHAN,591,273,BIHAR,DARBHANGA,31,0,46.192893401015226
28029,MAHATMA J.F. PUBLIC SCHOOL,600,273,UTTAR PRADESH,VARANASI,47,0,45.5
28030,MAHATMA MONTESSORI MATRICULATION HIGHER SECONDARY SCHOOL,698,409,TAMIL NADU,MADURAI,54,0,58.59598853868195
28031,MAHATMA MONTESSORI SCHOOL,677,392,TAMIL NADU,MADURAI,60,0,57.90251107828656
28032,MAHATMA PHULE HIGH SCHOOL,470,299,MAHARASHTRA,NANDED,47,0,63.61702127659574
28033,MAHATMA PHULE SECONDARY & HIGHER SECONDARY ASHRAM SCHOOL,471,277,MAHARASHTRA,NANDED,52,0,58.81104033970276
28034,MAHAVEER PUBLIC SCHOOL,845,320,RAJASTHAN,JAIPUR,81,0,37.8698224852071
28035,MAHAVEER PUBLIC SCHOOL,845,320,RAJASTHAN,JODHPUR,43,0,37.8698224852071
28036,MAHAVEER PUBLIC SCHOOL,845,221,RAJASTHAN,JAIPUR,81,0,26.153846153846157
28037,MAHAVEER PUBLIC SCHOOL,845,221,RAJASTHAN,JODHPUR,43,0,26.153846153846157
28038,MAHAVIR INTERNATIONAL SCHOOL,461,278,JAMMU AND KASHMIR,SAMBA,24,0,60.30368763557483
28040,MAHESH PUBLIC SCHOOL,425,254,RAJASTHAN,JODHPUR,47,0,59.76470588235294
28041,MAHESHWARI GIRLS PUBLIC SCHOOL,1051,725,RAJASTHAN,JAIPUR,159,2,68.98192197906755
28042,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,AJMER,54,2,12.64099572150914
28043,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,AJMER,54,1,12.64099572150914
28044,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,JAIPUR,279,2,12.64099572150914
28045,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,JAIPUR,279,1,12.64099572150914
28046,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,KOTA,97,2,12.64099572150914
28047,MAHESHWARI PUBLIC SCHOOL,2571,325,RAJASTHAN,KOTA,97,1,12.64099572150914
28048,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,AJMER,54,2,46.12991054064566
28049,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,AJMER,54,1,46.12991054064566
28050,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,JAIPUR,279,2,46.12991054064566
28051,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,JAIPUR,279,1,46.12991054064566
28052,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,KOTA,97,2,46.12991054064566
28053,MAHESHWARI PUBLIC SCHOOL,2571,1186,RAJASTHAN,KOTA,97,1,46.12991054064566
28054,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,AJMER,54,2,11.124076234928044
28055,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,AJMER,54,1,11.124076234928044
28056,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,JAIPUR,279,2,11.124076234928044
28057,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,JAIPUR,279,1,11.124076234928044
28058,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,KOTA,97,2,11.124076234928044
28059,MAHESHWARI PUBLIC SCHOOL,2571,286,RAJASTHAN,KOTA,97,1,11.124076234928044
28062,MALABAR ENG SCH CHAKKARAKAL MOWANCHERY KANNUR KL,161,110,KERALA,KANNUR,13,0,68.32298136645963
28063,MALDA MODEL MADRASAH,354,126,WEST BENGAL,MALDA,11,0,35.59322033898305
28064,MALDA UMESH CHANDRA BASTUHARA VIDYALAYA,473,142,WEST BENGAL,MALDA,14,0,30.021141649048626
28065,MALKANGIRI COLLEGE,111,44,ODISHA,MALKANGIRI,1,0,39.63963963963964
28066,MALVIYA CONVENT SCHOOL,582,404,RAJASTHAN,JAIPUR,108,2,69.41580756013745
28067,MALWA INSTITUTE OF SCIENCE & TECHNOLOGY,460,180,MADHYA PRADESH,INDORE,11,0,39.130434782608695
28069,MANAN VIDYA DUMARDAGA BOOTI RANCHI JH,463,279,JHARKHAND,RANCHI,41,0,60.259179265658744
28070,MANAS INTERNATIONAL PUBLIC SCHOOL,381,136,BIHAR,JEHANABAD,16,0,35.69553805774278
28071,MANAV MANDIR''S SMT NPR SHETH MULTIPURPOSE HIGH SCHOOL,186,104,MAHARASHTRA,MUMBAI,17,0,55.91397849462365
28074,MANAV RACHNA INTL SCHOOL DUGRI ROAD LUDHIANA PB,464,287,PUNJAB,LUDHIANA,35,0,61.853448275862064
28076,MANAV SCHOOL OF ENGINEERING & TECHNOLOGY,474,293,MAHARASHTRA,AKOLA,49,0,61.81434599156118
28078,MANDSAUR INTERNATIONAL SCHOOL,233,84,MADHYA PRADESH,MANDSAUR,6,0,36.05150214592275
28079,MANES INTERNATIONAL HIGHSCHOOL RATNAGIRI,139,64,MAHARASHTRA,RATNAGIRI,6,0,46.043165467625904
28080,"MANGAL SEMANARY, MOTIHARI",492,242,BIHAR,MOTIHARI,22,0,49.1869918699187
28081,MANGALDAI COLLEGE,724,369,ASSAM,DARRANG (MANGALDOI),45,0,50.966850828729285
28082,MANGALDAI MAHARISHI VIDYA MANDIR,399,174,ASSAM,DARRANG (MANGALDOI),21,0,43.609022556390975
28083,MANGILAL SHARMA VIDYALAY & JR COLLEGE AKOLA,355,204,MAHARASHTRA,AKOLA,47,0,57.46478873239437
28084,MANGRULE SECONDARY & HIGHER SECONDARY SCHOOL AKKALKOT,466,213,MAHARASHTRA,SOLAPUR,18,0,45.70815450643777
28085,MANIBAI GUJRATHI HIGH SCHOOL,424,224,MAHARASHTRA,AMRAVATI,22,2,52.83018867924528
28086,MANSAROVAR THE SCHOOL,297,39,MADHYA PRADESH,BETUL,1,0,13.131313131313133
28087,MANTORA PUB SCH B B ROAD KALYANPUR KANPUR UP,816,530,UTTAR PRADESH,KANPUR,84,0,64.95098039215686
28089,MAR DIONYSIUS SENIOR SECONDARY SCHOOL,459,217,KERALA,PATHANAMTHITTA,33,0,47.276688453159046
28090,MAR GREG MEMO HR SEC SCH SEC-4F B S CITY BOKARO,816,494,JHARKHAND,BOKARO,82,0,60.5392156862745
28091,MAR GREGORIOUS MEM CEN SCH KARUVATTA ALLEPPEY KL,194,111,KERALA,ALAPPUZHA/CHENGANNUR,16,0,57.21649484536082
28092,MAR THOMA ACADEMY,458,188,MADHYA PRADESH,INDORE,8,0,41.04803493449782
28093,MAR THOMA HR SEC SCHOOL,592,349,MADHYA PRADESH,INDORE,52,0,58.952702702702695
28094,"MAR THOMA PUBLIC SCHOOL,",290,118,MADHYA PRADESH,INDORE,6,0,40.689655172413794
28095,"MAR THOMA SENIOR SECONDARY SCHOOL`,KOZHENCHERY P O,KOZHENCHERY,PATHANAMTHITTA.",295,120,KERALA,PATHANAMTHITTA,14,0,40.67796610169492
28096,MARATHA HIGHSCHOOL NASHIK,910,381,MAHARASHTRA,NASHIK,34,0,41.86813186813187
28097,MARG CHINMAYA VIDYALAYA SR. SECONDARY SCHOOL,419,290,ANDHRA PRADESH,TIRUPATHI,44,0,69.21241050119332
28098,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,465,255,TAMIL NADU,KANYAKUMARI/NAGERCOIL,32,0,54.83870967741935
28099,MARIA MATA CONVENT HIGH SCHOOL,352,220,MADHYA PRADESH,CHHATARPUR,30,0,62.5
28100,MARIA MONTESSORI SCHOOL,354,210,MANIPUR,IMPHAL,25,0,59.32203389830508
28101,MARIAMPUR SR SEC SCH SHASTRI NAGAR KANPUR UP,468,289,UTTAR PRADESH,KANPUR,51,0,61.75213675213676
28102,MARIAN COLLEGE,425,215,KERALA,IDUKKI,18,0,50.588235294117645
28103,MARIAS PUBLIC SCHOOL,346,207,ASSAM,GUWAHATI,31,0,59.82658959537572
28107,MARUDHAR KESARI JAIN COLLEGE FOR WOMEN,741,396,TAMIL NADU,VELLORE,41,0,53.441295546558706
28108,MARUTHI PUBLIC SCHOOL,349,188,KARNATAKA,TUMAKURU,19,1,53.86819484240688
28109,MARUTHI VIDYA KENDRA,487,259,KARNATAKA,TUMAKURU,27,0,53.182751540041075
28112,MARY IMMACULATE SCHOOL,472,282,WEST BENGAL,MURSHIDABAD,44,0,59.7457627118644
28113,MARY MATHA PUBLIC SCHOOL THRIKKAKARA COCHIN KL,440,274,KERALA,ERNAKULAM/MOOVATTUPUZHA,39,0,62.272727272727266
28114,MARY MOUNT PUBLIC SCHOOL,670,407,KERALA,KOTTAYAM,126,3,60.74626865671642
28115,MARY RANI PUBLIC SCHOOL,430,261,KERALA,KOTTAYAM,74,1,60.69767441860465
28116,MARYGIRI ENGLISH MEDIUM SCHOOL,474,329,KERALA,KANNUR,45,0,69.40928270042194
28117,MASCOT THE SCHOOL,423,268,RAJASTHAN,AJMER,53,0,63.35697399527187
28118,MASTER ADITYENDRA GOVT. SR.SEC.SCHOOL,424,277,RAJASTHAN,BHARATPUR,49,0,65.33018867924528
28119,MASTERJI DEGREE & P.G COLLEGE,584,349,TELANGANA,WARANGAL,32,1,59.76027397260274
28120,MATA GUJRI COLLEGE OF PROFESSIONAL STUDIES,431,170,MADHYA PRADESH,INDORE,12,0,39.443155452436194
28121,MATA GUJRI GIRLS'' PUBLIC SCHOOL,435,169,MADHYA PRADESH,INDORE,16,0,38.85057471264368
28122,MATHA SENIOR SECONDARY SCHOOL,759,426,KERALA,ALAPPUZHA/CHENGANNUR,46,0,56.126482213438734
28123,MATOSHREE VIMALABAI DESHMUKH MAHAVIDYALAYA,519,253,MAHARASHTRA,AMRAVATI,30,0,48.747591522158
28124,MATOSHRI EDUCATION SOCEITY MATOSHRI INSTITUTE OF TECHNOLOGY DHANORE NASHIK,449,182,MAHARASHTRA,NASHIK,18,0,40.53452115812918
28125,MATOSHRI PRATISHTHAN GROUP OF INSTITUTIONS SCHOOL OF ENGINEERING & SCHOOL OF MANAGEMENT,357,209,MAHARASHTRA,NANDED,35,0,58.543417366946784
28126,"MATOSHRI PRATISHTHAN, VISHWABHARATI POLTTECHNIC INSTITUTE",239,156,MAHARASHTRA,NANDED,25,1,65.27196652719665
28127,MATOSHRI SHANTABAI GOTE MAHVIDDYLAY WASHIM,285,116,MAHARASHTRA,WASHIM,15,0,40.70175438596491
28131,MATUSHRI KASHIBEN VRALLAI VALIA INTERNATIONAL,466,276,MAHARASHTRA,MUMBAI,41,0,59.227467811158796
28132,MATUSHRI KUNVABAI MA MAHILA KANYA VIDYALAY,283,197,GUJARAT,BANASKANTHA,26,0,69.6113074204947
28133,MAULANA ABUL KALAM AZAD HIGH SCHOOL AND JR COLLEGE AKKALKUWA,497,96,MAHARASHTRA,NANDURBAR,2,0,19.3158953722334
28134,"MAULANA AZAD COLLEGE OF ARTS, SCIENCE AND COMMERCE",1068,534,MAHARASHTRA,AURANGABAD (MR),74,0,50.0
28135,MAULANA AZAD MUSLIM TEACHERS TRAINING COLLEGE PAL LINK ROAD KAMLA NEHRU NAGAR (ID: C-371,422,266,RAJASTHAN,JODHPUR,54,1,63.03317535545023
28136,MAX INSTITUTE OF PHARMACEUTICAL SCIENCES,468,276,TELANGANA,KHAMMAM,26,0,58.97435897435898
28137,MAXWELL MATRICULATION HIGHER SECONDARY SCHOOL,577,211,TAMIL NADU,THANJAVUR,7,0,36.56845753899481
28138,MAY FLOWER SCHOOL,410,156,BIHAR,PATNA,32,0,38.048780487804876
28139,MAYA VIDYA NIKETAN,494,249,BIHAR,MADHEPURA,39,0,50.40485829959515
28140,MAYOOR CHOPASNI SCHOOL,586,400,RAJASTHAN,JODHPUR,59,1,68.25938566552901
28141,MAYOOR SCHOOL,502,318,UTTAR PRADESH,NOIDA/GREATER NOIDA,57,0,63.34661354581673
28142,MAYURBHANJ SCHOOL OF ENGINEERING,487,158,ODISHA,BARIPADA/MAYURBANJ,13,0,32.4435318275154
28143,MBC GOVT. GIRL''S COLLEGE,491,335,RAJASTHAN,BARMER,55,0,68.22810590631364
28144,MC LEOD''S SCHOOL,294,183,KERALA,WAYANAD,24,1,62.244897959183675
28145,MDA INSTITUTE OF POLYTECNIC,358,238,MAHARASHTRA,LATUR,50,0,66.4804469273743
28146,"MDA NEXTGEN SCHOOL,MDA EDUCATIONAL CAMPUS",497,330,MAHARASHTRA,LATUR,70,1,66.39839034205231
28147,MDB DAV PUB SCHOOL,635,395,WEST BENGAL,BANKURA,69,4,62.20472440944882
28150,MEERUT PUB GIRLS SCH SHASTRI NAGAR MEERUT UP,458,102,UTTAR PRADESH,MEERUT,9,0,22.270742358078603
28151,MEERUT PUBLIC SCHOOL FOR GIRLS,657,383,UTTAR PRADESH,MEERUT,57,2,58.29528158295282
28153,MEMARI CRYSTAL MODEL SCHOOL,283,126,WEST BENGAL,BURDWAN (BARDHAMAN),14,0,44.522968197879855
28155,MENNONITE ENGLISH SR. SECONDARY SCHOOL,640,335,CHHATTISGARH,DHAMTARI,32,0,52.34375
28156,MERIDIAN SCHOOL KUKATPALLY,462,285,TELANGANA,HYDERABAD/SECUNDERABAD,35,0,61.68831168831169
28157,MERIDIAN SCHOOL MADHAPUR,703,445,TELANGANA,HYDERABAD/SECUNDERABAD,45,0,63.30014224751067
28158,MERITTA PUBLIC SCHOOL,416,80,UTTAR PRADESH,BIJNOR,7,0,19.230769230769234
28159,MES CENTRAL SCHOOL CALICUT,324,223,KERALA,KOZHIKODE/CALICUT,44,0,68.82716049382715
28163,METROPOLITAN INSTITUTION MAIN FOR GIRLS,371,177,WEST BENGAL,KOLKATA,17,0,47.7088948787062
28164,MEWAR SCHOOL OF ENGINEERING & TECHNOLOGY MEWAR UNIVERSITY GANGRAR CHITTORGARH,581,373,RAJASTHAN,CHITTORGARH,57,0,64.19965576592082
28165,MG PUBLIC SCHOOL,461,106,UTTAR PRADESH,MUZAFFARNAGAR,8,0,22.99349240780911
28166,"MGM CLOVERDALE SCHOOL, AURANGABAD",237,106,MAHARASHTRA,AURANGABAD (MR),17,0,44.72573839662447
28167,MGM SCHOOL SAGORE BETMA RD KALI BILLOD INDORE MP,361,158,MADHYA PRADESH,INDORE,3,0,43.76731301939058
28168,MGM SENIOR SECONDARY SCHOOL,703,391,CHHATTISGARH,BHILAI NAGAR/DURG,29,0,55.618776671408256
28169,MGM''S POLYTECHNIC,472,233,MAHARASHTRA,AURANGABAD (MR),25,0,49.36440677966102
28170,MGM?S COLLEGE OF COMPUTER SCIENCE AND IT,376,216,MAHARASHTRA,NANDED,32,0,57.446808510638306
28171,MGMS COLLEGE OF ENGINEERING,475,273,MAHARASHTRA,NANDED,43,1,57.47368421052632
28172,MGMS JAWAHARLAL NEHRU ENGINEERING COLLEGE,899,435,MAHARASHTRA,AURANGABAD (MR),60,0,48.38709677419355
28173,MHAC SCHOOL NAGBANI JAMMU,571,309,JAMMU AND KASHMIR,JAMMU,29,0,54.115586690017516
28174,"MILIND COLLEGE OF SCIENCE, AURANGABAD",445,244,MAHARASHTRA,AURANGABAD (MR),33,0,54.831460674157306
28175,MILIYA HIGH SCHOOL,353,160,MAHARASHTRA,BEED,16,0,45.3257790368272
28176,MILLAT TEACHERS TRAINING COLLEGE,394,154,BIHAR,MADHUBANI,10,0,39.08629441624365
28177,MILLENIUM PUBLIC SR.SEC. SCHOOL,257,148,RAJASTHAN,BHARATPUR,29,0,57.58754863813229
28178,MILLENNIUM PUBLIC SCHOOL,331,159,KARNATAKA,KOPPAL,22,0,48.036253776435046
28179,MILLENNIUM WORLD SCHOOL KANKARBAGH PATNA,952,564,BIHAR,PATNA,98,0,59.2436974789916
28180,"MILLENNIUM WORLD SCHOOL, SHAHJAHANPUR",442,95,UTTAR PRADESH,SHAHJAHANPUR,5,0,21.49321266968326
28181,MINERVA PUBLIC SCHOOL,493,313,TAMIL NADU,VIRUDHUNAGAR,50,0,63.48884381338742
28182,MINTO CIRCLE ENGLISH MEDIUM HIGH SCHOOL ( SENIOR SECONDARY ),555,333,JAMMU AND KASHMIR,SRINAGAR (J AND K),45,1,60.0
28183,MIRAJ HIGH SCHOOL HIGH SCHOOL ROAD MIRAJ DIST. SANGLI,236,129,MAHARASHTRA,SANGLI,15,0,54.66101694915254
28184,"MIRAJ MAHAVIDYALAYA, MIRAJ",421,221,MAHARASHTRA,SANGLI,32,0,52.49406175771971
28185,MIRZA GHALIB TEACHERS TRAINING COLLEGE,570,344,BIHAR,PATNA,49,0,60.35087719298245
28186,MIS INETRNATIONAL SCHOOL,495,291,UTTAR PRADESH,AYODHYA,38,0,58.78787878787879
28187,MISS HILL HIGHER SEC SCHOOL,465,294,MADHYA PRADESH,GWALIOR,49,1,63.2258064516129
28188,MIT ARTS COMMERCE AND SCIENCE COLLEGE ALANDI DEVACHI TAL KHED DIST PUNE (ID: C-42151),694,407,MAHARASHTRA,PUNE,74,0,58.64553314121037
28189,MIT PUNE VISHWASHANTI GURUKUL SCHOOL PUNE MR,511,288,MAHARASHTRA,PUNE,41,0,56.360078277886494
28190,MITHILA PUB SCHOOL,262,53,BIHAR,ARARIA,4,0,20.229007633587788
28192,MIZORAM INSTITUTE OF COMPREHENSIVE EDU AIZAWL,369,176,MIZORAM,AIZAWL,2,0,47.696476964769644
28193,MLR INSTITUTE OF TECHNOLOGY,1159,739,TELANGANA,HYDERABAD/SECUNDERABAD,91,1,63.7618636755824
28194,MNR SCHOOL OF EXCELLENCE,244,84,TELANGANA,MEDAK,2,0,34.42622950819672
28195,MODEL ACADEMY,457,264,JAMMU AND KASHMIR,JAMMU,25,0,57.76805251641138
28196,MODEL DEGREE COLLEGE,115,49,ODISHA,MALKANGIRI,4,0,42.608695652173914
28197,MODEL HR SEC SCHOOL,211,115,,,0,0,54.502369668246445
28198,MODEL SCHOOL,1111,769,HARYANA,ROHTAK,155,0,69.21692169216922
28199,MODERN ACADEMY ASHOK NGR CHAROVA GAYA BIHAR,512,281,BIHAR,GAYA,39,0,54.8828125
28200,MODERN COLLEGE OF CS & IT,235,136,MAHARASHTRA,NANDED,26,0,57.87234042553191
28202,MODERN ENGLISH HS SCHOOL,365,169,,,0,0,46.3013698630137
28203,MODERN ENGLISH SCHOOL,577,341,ASSAM,GUWAHATI,52,0,59.09878682842288
28204,MODERN ENGLISH SCHOOL JEYPORE,322,118,ODISHA,JEYPORE (ODISHA),8,0,36.64596273291926
28205,MODERN ERA HIGHER SEC SCHOOL JIYANPUR AZAMGARH UP,468,125,UTTAR PRADESH,AZAMGARH,15,0,26.70940170940171
28206,MODERN HIGH SCHOOL,339,138,ASSAM,GUWAHATI,22,0,40.707964601769916
28207,MODERN INSTITUTE OF ENGINEERING & TECHNOLOGY,889,603,WEST BENGAL,HOOGHLY,91,0,67.82902137232846
28208,MODERN INTERNATIONAL SCH. GANGAPUR AURANGABAD,466,226,MAHARASHTRA,AURANGABAD (MR),31,0,48.497854077253216
28209,MODERN PUBLIC SCHOOL,699,281,ODISHA,BALASORE (BALESWAR),38,0,40.2002861230329
28210,MODERN PUBLIC SCHOOL MORADABAD,587,292,UTTAR PRADESH,MORADABAD,27,0,49.74446337308348
28211,MODERN SCHOOL,2643,319,HARYANA,FARIDABAD,69,1,12.069617858494135
28212,MODERN SCHOOL,2643,319,HARYANA,FARIDABAD,69,1,12.069617858494135
28213,MODERN SCHOOL,2643,319,HARYANA,FARIDABAD,69,2,12.069617858494135
28214,MODERN SCHOOL,2643,319,HARYANA,FARIDABAD,69,1,12.069617858494135
28215,MODERN SCHOOL,2643,319,MAHARASHTRA,NAGPUR,31,1,12.069617858494135
28216,MODERN SCHOOL,2643,319,MAHARASHTRA,NAGPUR,31,1,12.069617858494135
28217,MODERN SCHOOL,2643,319,MAHARASHTRA,NAGPUR,31,2,12.069617858494135
28218,MODERN SCHOOL,2643,319,MAHARASHTRA,NAGPUR,31,1,12.069617858494135
28219,MODERN SCHOOL,2643,319,RAJASTHAN,KOTA,216,1,12.069617858494135
28220,MODERN SCHOOL,2643,319,RAJASTHAN,KOTA,216,1,12.069617858494135
28221,MODERN SCHOOL,2643,319,RAJASTHAN,KOTA,216,2,12.069617858494135
28222,MODERN SCHOOL,2643,319,RAJASTHAN,KOTA,216,1,12.069617858494135
28223,MODERN SCHOOL,2643,319,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,12.069617858494135
28224,MODERN SCHOOL,2643,319,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,12.069617858494135
28225,MODERN SCHOOL,2643,319,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,2,12.069617858494135
28226,MODERN SCHOOL,2643,319,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,12.069617858494135
28227,MODERN SCHOOL,2643,258,HARYANA,FARIDABAD,69,1,9.761634506242906
28228,MODERN SCHOOL,2643,258,HARYANA,FARIDABAD,69,1,9.761634506242906
28229,MODERN SCHOOL,2643,258,HARYANA,FARIDABAD,69,2,9.761634506242906
28230,MODERN SCHOOL,2643,258,HARYANA,FARIDABAD,69,1,9.761634506242906
28231,MODERN SCHOOL,2643,258,MAHARASHTRA,NAGPUR,31,1,9.761634506242906
28232,MODERN SCHOOL,2643,258,MAHARASHTRA,NAGPUR,31,1,9.761634506242906
28233,MODERN SCHOOL,2643,258,MAHARASHTRA,NAGPUR,31,2,9.761634506242906
28234,MODERN SCHOOL,2643,258,MAHARASHTRA,NAGPUR,31,1,9.761634506242906
28235,MODERN SCHOOL,2643,258,RAJASTHAN,KOTA,216,1,9.761634506242906
28236,MODERN SCHOOL,2643,258,RAJASTHAN,KOTA,216,1,9.761634506242906
28237,MODERN SCHOOL,2643,258,RAJASTHAN,KOTA,216,2,9.761634506242906
28238,MODERN SCHOOL,2643,258,RAJASTHAN,KOTA,216,1,9.761634506242906
28239,MODERN SCHOOL,2643,258,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,9.761634506242906
28240,MODERN SCHOOL,2643,258,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,9.761634506242906
28241,MODERN SCHOOL,2643,258,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,2,9.761634506242906
28242,MODERN SCHOOL,2643,258,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,9.761634506242906
28243,MODERN SCHOOL,2643,814,HARYANA,FARIDABAD,69,1,30.798335225122962
28244,MODERN SCHOOL,2643,814,HARYANA,FARIDABAD,69,1,30.798335225122962
28245,MODERN SCHOOL,2643,814,HARYANA,FARIDABAD,69,2,30.798335225122962
28246,MODERN SCHOOL,2643,814,HARYANA,FARIDABAD,69,1,30.798335225122962
28247,MODERN SCHOOL,2643,814,MAHARASHTRA,NAGPUR,31,1,30.798335225122962
28248,MODERN SCHOOL,2643,814,MAHARASHTRA,NAGPUR,31,1,30.798335225122962
28249,MODERN SCHOOL,2643,814,MAHARASHTRA,NAGPUR,31,2,30.798335225122962
28250,MODERN SCHOOL,2643,814,MAHARASHTRA,NAGPUR,31,1,30.798335225122962
28251,MODERN SCHOOL,2643,814,RAJASTHAN,KOTA,216,1,30.798335225122962
28252,MODERN SCHOOL,2643,814,RAJASTHAN,KOTA,216,1,30.798335225122962
28253,MODERN SCHOOL,2643,814,RAJASTHAN,KOTA,216,2,30.798335225122962
28254,MODERN SCHOOL,2643,814,RAJASTHAN,KOTA,216,1,30.798335225122962
28255,MODERN SCHOOL,2643,814,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,30.798335225122962
28256,MODERN SCHOOL,2643,814,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,30.798335225122962
28257,MODERN SCHOOL,2643,814,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,2,30.798335225122962
28258,MODERN SCHOOL,2643,814,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,30.798335225122962
28259,MODERN SCHOOL,2643,386,HARYANA,FARIDABAD,69,1,14.6046159667045
28260,MODERN SCHOOL,2643,386,HARYANA,FARIDABAD,69,1,14.6046159667045
28261,MODERN SCHOOL,2643,386,HARYANA,FARIDABAD,69,2,14.6046159667045
28262,MODERN SCHOOL,2643,386,HARYANA,FARIDABAD,69,1,14.6046159667045
28263,MODERN SCHOOL,2643,386,MAHARASHTRA,NAGPUR,31,1,14.6046159667045
28264,MODERN SCHOOL,2643,386,MAHARASHTRA,NAGPUR,31,1,14.6046159667045
28265,MODERN SCHOOL,2643,386,MAHARASHTRA,NAGPUR,31,2,14.6046159667045
28266,MODERN SCHOOL,2643,386,MAHARASHTRA,NAGPUR,31,1,14.6046159667045
28267,MODERN SCHOOL,2643,386,RAJASTHAN,KOTA,216,1,14.6046159667045
28268,MODERN SCHOOL,2643,386,RAJASTHAN,KOTA,216,1,14.6046159667045
28269,MODERN SCHOOL,2643,386,RAJASTHAN,KOTA,216,2,14.6046159667045
28270,MODERN SCHOOL,2643,386,RAJASTHAN,KOTA,216,1,14.6046159667045
28271,MODERN SCHOOL,2643,386,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,14.6046159667045
28272,MODERN SCHOOL,2643,386,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,14.6046159667045
28273,MODERN SCHOOL,2643,386,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,2,14.6046159667045
28274,MODERN SCHOOL,2643,386,UTTAR PRADESH,NOIDA/GREATER NOIDA,52,1,14.6046159667045
28276,MODERN SCHOOL SHIPRA PATH MANSAROVAR JAIPUR RAJ,521,348,RAJASTHAN,JAIPUR,91,0,66.79462571976967
28277,MODERN SENIOR SEC. SCHOOL,230,117,SIKKIM,GANGTOK,5,0,50.8695652173913
