,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
28280,MODI PUBLIC SCHOOL SILIGURI,463,258,WEST BENGAL,SILIGURI,35,0,55.72354211663067
28282,MOHAMED SATHAK AJ COLLEGE OF ENGINEERING,961,636,TAMIL NADU,CHENNAI,121,3,66.18106139438086
28283,MOHAMED SATHAK KABEER PUBLIS SCHOOL,299,91,TAMIL NADU,RAMANATHAPURAM,6,0,30.434782608695656
28284,MOHAN LAL SAH BAL VIDYA MANDIR PETERS FIELD MALLITAL NAINITAL.,218,127,UTTARAKHAND,NAINITAL,14,0,58.256880733944946
28285,MONTESSORI CAMBRIDGE SCHOOL,946,605,PUNJAB,PATHANKOT,70,2,63.95348837209303
28286,MONTESSORI HIGH SCHOOL,1369,632,ANDHRA PRADESH,KURNOOL,76,0,46.165084002921844
28287,MONTESSORI HIGH SCHOOL,1369,632,TELANGANA,GADWAL,15,0,46.165084002921844
28288,MONTESSORI HIGH SCHOOL,1369,169,ANDHRA PRADESH,KURNOOL,76,0,12.344777209642075
28289,MONTESSORI HIGH SCHOOL,1369,169,TELANGANA,GADWAL,15,0,12.344777209642075
28290,MONTESSORI HIGH SCHOOL BHUPALPALLY,358,170,TELANGANA,BHUPALAPALLY,8,0,47.486033519553075
28291,MONTESSORI INDUS SCHOOL,1058,655,ANDHRA PRADESH,KURNOOL,74,0,61.90926275992439
28292,MONTESSORI PUBLIC SCHOOL CBSE SINDHANUR,395,174,KARNATAKA,RAICHUR,16,0,44.050632911392405
28293,MONTFORT CBSE,544,268,TAMIL NADU,SIVAGANGA,33,0,49.26470588235294
28294,MONTFORT MATRICULATION SCHOOL (PRIVATE SCHOOL),636,304,TAMIL NADU,ARIYALUR,43,0,47.79874213836478
28295,MONTFORT SCHOOL,873,310,ASSAM,GUWAHATI,39,0,35.50973654066438
28296,MONTFORT SCHOOL,873,310,MEGHALAYA,TURA,3,0,35.50973654066438
28297,MONTFORT SCHOOL,873,104,ASSAM,GUWAHATI,39,0,11.912943871706757
28298,MONTFORT SCHOOL,873,104,MEGHALAYA,TURA,3,0,11.912943871706757
28299,MONTFORT SCHOOL - CBSE,235,122,TELANGANA,NALGONDA,7,0,51.91489361702127
28300,MORNING STAR HIGH SCHOOL,390,150,MADHYA PRADESH,RATLAM,7,0,38.46153846153847
28301,MORNING STAR SCHOOL GWALIOR,454,202,MADHYA PRADESH,GWALIOR,22,0,44.49339207048458
28302,MOTHER ATHENA SCHOOL,575,165,UTTAR PRADESH,BUDAUN,9,0,28.695652173913043
28304,MOTHER SITA PUBLIC SCHOOL,742,292,UTTAR PRADESH,JHANSI,48,0,39.35309973045822
28305,MOTHER SUHAG EDUCATION,269,74,UTTAR PRADESH,FATEHPUR,5,0,27.509293680297397
28306,MOTHER THERESA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,702,420,ANDHRA PRADESH,KURNOOL,44,0,59.82905982905983
28308,MOTHER''S INTERNATIONAL ACADEMY,768,414,BIHAR,PATNA,62,0,53.90625
28309,"MOTHERS PUBLIC SCHOOL BRAHAMAGIRI STATAPADA ROAD, GORUAL, PURI-752002",443,217,ODISHA,PURI,31,0,48.98419864559819
28310,MOTHERS TOUCH SCHOOL,457,144,UTTAR PRADESH,ALIGARH,22,0,31.50984682713348
28311,MOUNT ABU PUBLIC SCHOOL,1252,846,DELHI,DELHI/NEW DELHI,145,2,67.57188498402556
28312,MOUNT BASIL HIGH SCHOOL,520,304,TELANGANA,MAHBUBNAGAR,21,0,58.46153846153847
28314,MOUNT CARMEL CONVENT HIGH SCHOOL,474,263,MAHARASHTRA,CHANDRAPUR,32,0,55.48523206751055
28315,MOUNT CARMEL HIGH SCHOOL,189,109,TELANGANA,MANCHERIAL,11,0,57.67195767195767
28316,MOUNT CARMEL SCHOOL,1258,649,DELHI,DELHI/NEW DELHI,125,1,51.589825119236885
28317,MOUNT CARMEL SCHOOL,1258,649,DELHI,DELHI/NEW DELHI,125,1,51.589825119236885
28318,MOUNT CARMEL SCHOOL,1258,649,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,47,1,51.589825119236885
28319,MOUNT CARMEL SCHOOL,1258,649,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,47,1,51.589825119236885
28320,MOUNT CARMEL SCHOOL,1258,252,DELHI,DELHI/NEW DELHI,125,1,20.03179650238474
28321,MOUNT CARMEL SCHOOL,1258,252,DELHI,DELHI/NEW DELHI,125,1,20.03179650238474
28322,MOUNT CARMEL SCHOOL,1258,252,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,47,1,20.03179650238474
28323,MOUNT CARMEL SCHOOL,1258,252,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,47,1,20.03179650238474
28324,MOUNT CARMEL VIDYANIKETAN,336,220,KERALA,KOTTAYAM,63,0,65.47619047619048
28325,MOUNT FLOWER ENGLISH SCHOOL ULIYIL IRITTY KANNUR,333,218,KERALA,KANNUR,33,0,65.46546546546547
28327,MOUNT HILL ACADEMY AJAY NAGAR MAHAVAN MATHURA UP,581,377,UTTAR PRADESH,MATHURA,57,0,64.8881239242685
28328,MOUNT LITERA ZEE SCH MADAN MAHAL JABALPUR MP,532,285,MADHYA PRADESH,JABALPUR,31,0,53.57142857142857
28329,MOUNT LITERA ZEE SCHOOL,2941,257,BIHAR,ARRAH,27,1,8.738524311458686
28330,MOUNT LITERA ZEE SCHOOL,2941,257,BIHAR,BEGUSARAI,40,1,8.738524311458686
28331,MOUNT LITERA ZEE SCHOOL,2941,257,BIHAR,PATNA,33,1,8.738524311458686
28332,MOUNT LITERA ZEE SCHOOL,2941,257,MAHARASHTRA,CHANDRAPUR,23,1,8.738524311458686
28333,MOUNT LITERA ZEE SCHOOL,2941,257,MAHARASHTRA,NANDED,22,1,8.738524311458686
28334,MOUNT LITERA ZEE SCHOOL,2941,257,MAHARASHTRA,PUNE,45,1,8.738524311458686
28335,MOUNT LITERA ZEE SCHOOL,2941,257,UTTAR PRADESH,JAUNPUR,6,1,8.738524311458686
28336,MOUNT LITERA ZEE SCHOOL,2941,305,BIHAR,ARRAH,27,1,10.37062223733424
28337,MOUNT LITERA ZEE SCHOOL,2941,305,BIHAR,BEGUSARAI,40,1,10.37062223733424
28338,MOUNT LITERA ZEE SCHOOL,2941,305,BIHAR,PATNA,33,1,10.37062223733424
28339,MOUNT LITERA ZEE SCHOOL,2941,305,MAHARASHTRA,CHANDRAPUR,23,1,10.37062223733424
28340,MOUNT LITERA ZEE SCHOOL,2941,305,MAHARASHTRA,NANDED,22,1,10.37062223733424
28341,MOUNT LITERA ZEE SCHOOL,2941,305,MAHARASHTRA,PUNE,45,1,10.37062223733424
28342,MOUNT LITERA ZEE SCHOOL,2941,305,UTTAR PRADESH,JAUNPUR,6,1,10.37062223733424
28343,MOUNT LITERA ZEE SCHOOL,2941,184,BIHAR,ARRAH,27,1,6.256375382522951
28344,MOUNT LITERA ZEE SCHOOL,2941,184,BIHAR,BEGUSARAI,40,1,6.256375382522951
28345,MOUNT LITERA ZEE SCHOOL,2941,184,BIHAR,PATNA,33,1,6.256375382522951
28346,MOUNT LITERA ZEE SCHOOL,2941,184,MAHARASHTRA,CHANDRAPUR,23,1,6.256375382522951
28347,MOUNT LITERA ZEE SCHOOL,2941,184,MAHARASHTRA,NANDED,22,1,6.256375382522951
28348,MOUNT LITERA ZEE SCHOOL,2941,184,MAHARASHTRA,PUNE,45,1,6.256375382522951
28349,MOUNT LITERA ZEE SCHOOL,2941,184,UTTAR PRADESH,JAUNPUR,6,1,6.256375382522951
28350,MOUNT LITERA ZEE SCHOOL,2941,155,BIHAR,ARRAH,27,1,5.2703162189731385
28351,MOUNT LITERA ZEE SCHOOL,2941,155,BIHAR,BEGUSARAI,40,1,5.2703162189731385
28352,MOUNT LITERA ZEE SCHOOL,2941,155,BIHAR,PATNA,33,1,5.2703162189731385
28353,MOUNT LITERA ZEE SCHOOL,2941,155,MAHARASHTRA,CHANDRAPUR,23,1,5.2703162189731385
28354,MOUNT LITERA ZEE SCHOOL,2941,155,MAHARASHTRA,NANDED,22,1,5.2703162189731385
28355,MOUNT LITERA ZEE SCHOOL,2941,155,MAHARASHTRA,PUNE,45,1,5.2703162189731385
28356,MOUNT LITERA ZEE SCHOOL,2941,155,UTTAR PRADESH,JAUNPUR,6,1,5.2703162189731385
28357,MOUNT LITERA ZEE SCHOOL,2941,151,BIHAR,ARRAH,27,1,5.134308058483509
28358,MOUNT LITERA ZEE SCHOOL,2941,151,BIHAR,BEGUSARAI,40,1,5.134308058483509
28359,MOUNT LITERA ZEE SCHOOL,2941,151,BIHAR,PATNA,33,1,5.134308058483509
28360,MOUNT LITERA ZEE SCHOOL,2941,151,MAHARASHTRA,CHANDRAPUR,23,1,5.134308058483509
28361,MOUNT LITERA ZEE SCHOOL,2941,151,MAHARASHTRA,NANDED,22,1,5.134308058483509
28362,MOUNT LITERA ZEE SCHOOL,2941,151,MAHARASHTRA,PUNE,45,1,5.134308058483509
28363,MOUNT LITERA ZEE SCHOOL,2941,151,UTTAR PRADESH,JAUNPUR,6,1,5.134308058483509
28364,MOUNT LITERA ZEE SCHOOL,2941,235,BIHAR,ARRAH,27,1,7.990479428765726
28365,MOUNT LITERA ZEE SCHOOL,2941,235,BIHAR,BEGUSARAI,40,1,7.990479428765726
28366,MOUNT LITERA ZEE SCHOOL,2941,235,BIHAR,PATNA,33,1,7.990479428765726
28367,MOUNT LITERA ZEE SCHOOL,2941,235,MAHARASHTRA,CHANDRAPUR,23,1,7.990479428765726
28368,MOUNT LITERA ZEE SCHOOL,2941,235,MAHARASHTRA,NANDED,22,1,7.990479428765726
28369,MOUNT LITERA ZEE SCHOOL,2941,235,MAHARASHTRA,PUNE,45,1,7.990479428765726
28370,MOUNT LITERA ZEE SCHOOL,2941,235,UTTAR PRADESH,JAUNPUR,6,1,7.990479428765726
28371,MOUNT LITERA ZEE SCHOOL,2941,112,BIHAR,ARRAH,27,1,3.8082284937096227
28372,MOUNT LITERA ZEE SCHOOL,2941,112,BIHAR,BEGUSARAI,40,1,3.8082284937096227
28373,MOUNT LITERA ZEE SCHOOL,2941,112,BIHAR,PATNA,33,1,3.8082284937096227
28374,MOUNT LITERA ZEE SCHOOL,2941,112,MAHARASHTRA,CHANDRAPUR,23,1,3.8082284937096227
28375,MOUNT LITERA ZEE SCHOOL,2941,112,MAHARASHTRA,NANDED,22,1,3.8082284937096227
28376,MOUNT LITERA ZEE SCHOOL,2941,112,MAHARASHTRA,PUNE,45,1,3.8082284937096227
28377,MOUNT LITERA ZEE SCHOOL,2941,112,UTTAR PRADESH,JAUNPUR,6,1,3.8082284937096227
28378,MOUNT LITERA ZEE SCHOOL CONTAI,686,269,WEST BENGAL,PURBA MEDINIPUR,39,0,39.2128279883382
28379,MOUNT LITERA ZEE SCHOOL KHATIBABA JHANSI UP,586,380,UTTAR PRADESH,JHANSI,55,1,64.84641638225256
28380,"MOUNT LITERA ZEE SCHOOL, UDGIR",237,156,MAHARASHTRA,LATUR,42,0,65.82278481012658
28381,"MOUNT LITERA ZEE SCHOOL,LATUR",381,247,MAHARASHTRA,LATUR,62,0,64.82939632545933
28383,MOUNT LITRA ZEE SCHOOL SAGUNA,693,386,BIHAR,PATNA,67,0,55.6998556998557
28384,"MOUNT ST. ANN HIGH SCHOOL,VISHNUPURI",976,558,MAHARASHTRA,PUNE,102,2,57.17213114754098
28385,MOUNT TABOR ENGLISH SCHOOL,341,209,KERALA,WAYANAD,32,0,61.29032258064516
28386,MOUNT ZION INTERNATIONAL SCHOOL,538,268,TAMIL NADU,PUDUKKOTTAI,31,0,49.814126394052046
28387,MPML HIGHER SECONDARY SCHOOL B D KHAN ROAD BAGHI-DILAWAR KHAN SRINAGAR,350,199,JAMMU AND KASHMIR,SRINAGAR (J AND K),18,0,56.85714285714286
28389,MRM INTERNATIONAL SCHOOL,575,279,TAMIL NADU,PUDUKKOTTAI,31,0,48.52173913043478
28391,MT COLUMBUS SCHOOL,268,178,DELHI,DELHI/NEW DELHI,48,0,66.4179104477612
28392,MT OLIVE COLLEGE,655,356,NAGALAND,KOHIMA,3,0,54.351145038167935
28393,"MTE SCHOOL , SANGLI (PRIVATE SCHOOL)",358,197,MAHARASHTRA,SANGLI,33,0,55.02793296089386
28394,MUJAMMAU ENG MED SCHOOL TRIKARIPUR KASARAGOD KL,289,182,KERALA,KASARAGOD,18,0,62.9757785467128
28395,MUKTESHWAR MADHYAMIK & UCCHA MADHYAMIK,286,193,MAHARASHTRA,LATUR,45,1,67.48251748251748
28396,MULJIBHAI MEHTA INTERNATIONAL SCHOOL,370,170,MAHARASHTRA,PALGHAR,15,0,45.94594594594595
28397,MURSHIDABAD COLLEGE OF ENGINEERING & TECHNOLOGY,375,144,WEST BENGAL,MURSHIDABAD,13,0,38.4
28399,MY OWN SCHOOL,578,404,RAJASTHAN,JAIPUR,96,0,69.8961937716263
28400,MYSORE MAKKALA KOOTA AND SRI DHARMASTHALA MANJUNATHESWARA COLLEGE FOR WOMEN,482,281,KARNATAKA,MYSURU (MYSORE),35,0,58.298755186722
28401,N E RAILWAY SENIOR SECONDARY SCHOOL,587,349,UTTAR PRADESH,GORAKHPUR,56,0,59.45485519591141
28402,N P COLLEGE OF COMPUTER STUDIES AND MANAGEMENT,256,135,GUJARAT,KADI,8,0,52.734375
28403,N S DAV PUBLIC SCH GOSHALA COMPLEX KANKE RANCHI,458,281,JHARKHAND,RANCHI,49,1,61.35371179039302
28404,"N. G. ACHARYA AND D. K. MARATHE COLLEGE OF ARTS, SCIENCE AND COMMERCE",955,583,MAHARASHTRA,MUMBAI,73,0,61.047120418848166
28406,"N.B. NAVALE SINHGAD COLLEGE OF ENGINEERING, KEGAON-SOLAPUR",473,224,MAHARASHTRA,SOLAPUR,33,0,47.35729386892177
28407,N.V. CHINMAYA VIDYALAYA SHEGAON BULDHANA MR,308,134,MAHARASHTRA,BULDHANA,12,0,43.506493506493506
28408,N.V.K.S. SENIOR SECONDARY SCHOOL,574,302,TAMIL NADU,KANYAKUMARI/NAGERCOIL,45,2,52.613240418118465
28409,NACHIKETA HIGHER SECONDARY SCHOOL JABALPUR MP,444,80,MADHYA PRADESH,JABALPUR,7,0,18.01801801801802
28410,NAGARJUNA PUBLIC SCHOOL,733,430,MAHARASHTRA,NANDED,74,0,58.663028649386085
28412,NAGESH KARAJAGI ORCHID SCHOOL,398,182,MAHARASHTRA,SOLAPUR,24,0,45.7286432160804
28413,NAHAR GLOBAL SCHOOL,473,279,MADHYA PRADESH,RATLAM,19,0,58.985200845665965
28414,NAINI VALLEY SCHOOL,470,308,UTTARAKHAND,HALDWANI,49,0,65.53191489361701
28415,NAIPUNNYA PUBLIC SCHOOL KOCHI,531,356,KERALA,ERNAKULAM/MOOVATTUPUZHA,52,2,67.04331450094162
28418,NALANDA PUB SCHOOL KUTHAPADY THAMMANAM KOCHI KL,449,273,KERALA,ERNAKULAM/MOOVATTUPUZHA,50,1,60.801781737193764
28419,NALANDA PUBLIC SCHOOL,516,304,MAHARASHTRA,MUMBAI,47,1,58.91472868217055
28420,NALBARI COLLEGE,1428,603,ASSAM,NALBARI,63,0,42.226890756302524
28421,NANASAHEB MAHADIK COLLEGE OF ENGINEERING,369,175,MAHARASHTRA,SANGLI,25,0,47.425474254742554
28422,NAND LAL GEETA VIDYA MANDIR,283,182,HARYANA,AMBALA,29,0,64.31095406360424
28424,NANDHA ARTS & SCIENCE COLLEGE,839,558,TAMIL NADU,ERODE,131,0,66.507747318236
28425,NANDHA CENTRAL SCHOOL,469,324,TAMIL NADU,ERODE,64,0,69.08315565031982
28426,NANKANA SAHIB PUBLIC SCHOOL LUDHIANA PUNJAB,769,497,PUNJAB,LUDHIANA,74,1,64.62938881664499
28427,NARASARAOPETA ENGINEERING COLLEGE,296,144,ANDHRA PRADESH,NARASARAOPET,14,0,48.64864864864865
28428,NARASARAOPETA INSTITUTE OF TECHNOLOGY,514,244,ANDHRA PRADESH,NARASARAOPET,29,0,47.47081712062256
28429,NARAYAN COLLEGE OF SCIENCE & ARTS ALAMPUR HAUZ AGRA ROAD ETAWAH (UP),495,297,UTTAR PRADESH,ETAWAH,35,0,60.0
28430,NARAYANA E-TECHNO SCHOOL,719,344,KARNATAKA,BENGALURU- URBAN,59,1,47.8442280945758
28431,NARAYANA E-TECHNO SCHOOL,719,344,KARNATAKA,BENGALURU- URBAN,59,1,47.8442280945758
28432,NARAYANA E-TECHNO SCHOOL,719,344,MAHARASHTRA,MUMBAI,17,1,47.8442280945758
28433,NARAYANA E-TECHNO SCHOOL,719,344,MAHARASHTRA,MUMBAI,17,1,47.8442280945758
28434,NARAYANA E-TECHNO SCHOOL,719,139,KARNATAKA,BENGALURU- URBAN,59,1,19.33240611961057
28435,NARAYANA E-TECHNO SCHOOL,719,139,KARNATAKA,BENGALURU- URBAN,59,1,19.33240611961057
28436,NARAYANA E-TECHNO SCHOOL,719,139,MAHARASHTRA,MUMBAI,17,1,19.33240611961057
28437,NARAYANA E-TECHNO SCHOOL,719,139,MAHARASHTRA,MUMBAI,17,1,19.33240611961057
28438,NARAYANA HIGH SCHOOL,379,206,TELANGANA,NALGONDA,8,0,54.35356200527705
28439,NARAYANA PUBLIC SCHOOL,585,322,UTTAR PRADESH,GONDA,47,0,55.042735042735046
28440,NARAYANA SCHOOL RISHRA,229,81,WEST BENGAL,HOOGHLY,13,0,35.37117903930131
28441,NARAYANA VIDYALAYAM,1180,225,MAHARASHTRA,CHANDRAPUR,29,1,19.06779661016949
28442,NARAYANA VIDYALAYAM,1180,225,MAHARASHTRA,NAGPUR,52,1,19.06779661016949
28443,NARAYANA VIDYALAYAM,1180,394,MAHARASHTRA,CHANDRAPUR,29,1,33.389830508474574
28444,NARAYANA VIDYALAYAM,1180,394,MAHARASHTRA,NAGPUR,52,1,33.389830508474574
28445,NARAYANI INSTITUTE OF ENGINEERING & TECHNOLOGY ANGUL,513,259,ODISHA,ANGUL,25,0,50.487329434697855
28446,NARAYANRAO CHAVAN LAW COLLEGE,378,237,MAHARASHTRA,NANDED,36,0,62.698412698412696
28448,NARULA INSTITUTE OF TECHNOLOGY,460,224,WEST BENGAL,NORTH 24 PARGANAS,30,0,48.69565217391305
28449,NASHIK CAMBRIDGE SCHOOL,977,426,MAHARASHTRA,NASHIK,43,0,43.6028659160696
28451,NATH VALLEY SCHOOL,661,345,MAHARASHTRA,AURANGABAD (MR),47,0,52.193645990922846
28452,NATIONAL ENGLISH MEDIUM SCHOOL,237,108,KARNATAKA,KOPPAL,10,0,45.56962025316456
28453,NATIONAL INSTITUTE OF ELECTRONICS & INFORMATION TECHNOLOGY,390,202,NAGALAND,KOHIMA,2,0,51.7948717948718
28454,NATIONAL INSTITUTE OF ELECTRONICS AND INFORMATION TECHNOLOGY AIZAWL,320,128,MIZORAM,AIZAWL,1,0,40.0
28455,NATIONAL INSTITUTE OF TECHNOLOGY GOA,347,147,GOA,PONDA,10,0,42.363112391930834
28456,NATIONAL INSTITUTE OF TECHNOLOGY MEGHALAYA,406,205,MEGHALAYA,SHILLONG,8,0,50.49261083743842
28457,NATIONAL INSTITUTE OF TECHNOLOGY SRINAGAR,857,504,JAMMU AND KASHMIR,SRINAGAR (J AND K),66,0,58.809801633605595
28459,NATIONAL MODEL SECONDRY SCHOOL,411,260,TAMIL NADU,COIMBATORE,51,0,63.26034063260341
28460,NATIONAL PUBLIC SCHOOL,2137,222,KARNATAKA,SHIVAMOGA (SHIMOGA),12,3,10.388394946186242
28461,NATIONAL PUBLIC SCHOOL,2137,222,KERALA,KOLLAM,26,3,10.388394946186242
28462,NATIONAL PUBLIC SCHOOL,2137,222,MADHYA PRADESH,INDORE,5,3,10.388394946186242
28463,NATIONAL PUBLIC SCHOOL,2137,222,TAMIL NADU,NAMAKKAL,187,3,10.388394946186242
28464,NATIONAL PUBLIC SCHOOL,2137,222,UTTAR PRADESH,DEORIA,6,3,10.388394946186242
28465,NATIONAL PUBLIC SCHOOL,2137,183,KARNATAKA,SHIVAMOGA (SHIMOGA),12,3,8.5634066448292
28466,NATIONAL PUBLIC SCHOOL,2137,183,KERALA,KOLLAM,26,3,8.5634066448292
28467,NATIONAL PUBLIC SCHOOL,2137,183,MADHYA PRADESH,INDORE,5,3,8.5634066448292
28468,NATIONAL PUBLIC SCHOOL,2137,183,TAMIL NADU,NAMAKKAL,187,3,8.5634066448292
28469,NATIONAL PUBLIC SCHOOL,2137,183,UTTAR PRADESH,DEORIA,6,3,8.5634066448292
28470,NATIONAL PUBLIC SCHOOL,2137,144,KARNATAKA,SHIVAMOGA (SHIMOGA),12,3,6.738418343472158
28471,NATIONAL PUBLIC SCHOOL,2137,144,KERALA,KOLLAM,26,3,6.738418343472158
28472,NATIONAL PUBLIC SCHOOL,2137,144,MADHYA PRADESH,INDORE,5,3,6.738418343472158
28473,NATIONAL PUBLIC SCHOOL,2137,144,TAMIL NADU,NAMAKKAL,187,3,6.738418343472158
28474,NATIONAL PUBLIC SCHOOL,2137,144,UTTAR PRADESH,DEORIA,6,3,6.738418343472158
28475,NATIONAL PUBLIC SCHOOL,2137,505,KARNATAKA,SHIVAMOGA (SHIMOGA),12,3,23.631258773982218
28476,NATIONAL PUBLIC SCHOOL,2137,505,KERALA,KOLLAM,26,3,23.631258773982218
28477,NATIONAL PUBLIC SCHOOL,2137,505,MADHYA PRADESH,INDORE,5,3,23.631258773982218
28478,NATIONAL PUBLIC SCHOOL,2137,505,TAMIL NADU,NAMAKKAL,187,3,23.631258773982218
28479,NATIONAL PUBLIC SCHOOL,2137,505,UTTAR PRADESH,DEORIA,6,3,23.631258773982218
28480,NATIONAL PUBLIC SCHOOL,2137,115,KARNATAKA,SHIVAMOGA (SHIMOGA),12,3,5.3813757604117916
28481,NATIONAL PUBLIC SCHOOL,2137,115,KERALA,KOLLAM,26,3,5.3813757604117916
28482,NATIONAL PUBLIC SCHOOL,2137,115,MADHYA PRADESH,INDORE,5,3,5.3813757604117916
28483,NATIONAL PUBLIC SCHOOL,2137,115,TAMIL NADU,NAMAKKAL,187,3,5.3813757604117916
28484,NATIONAL PUBLIC SCHOOL,2137,115,UTTAR PRADESH,DEORIA,6,3,5.3813757604117916
28486,NATIONAL PUBLIC SCHOOL KUSNOOR KALABURAGI (GULBARGA) KK,257,144,KARNATAKA,GULBARGA/KALABURGI,12,0,56.03112840466926
28488,NAV GUJARAT HIGHER SECONDARY SCHOOL,515,199,GUJARAT,BALASINOR,12,0,38.640776699029125
28489,NAV JEEVAN MISSION SCHOOL KASIA,690,359,UTTAR PRADESH,KUSHINAGAR,44,0,52.028985507246375
28490,NAV KRISHNA VALLEY SCHOOL SANGLI,236,116,MAHARASHTRA,SANGLI,18,0,49.152542372881356
28491,NAVA BHARAT PUBLIC SCHOOL,668,319,TELANGANA,KOTHAGUDEM,15,0,47.75449101796407
28493,NAVACHETAN PU COLLEGE,418,213,KARNATAKA,KOPPAL,25,0,50.95693779904307
28494,NAVAJEEVAN BETHANY VIDYALAYA,741,442,KERALA,THIRUVANANTHAPURAM,61,1,59.64912280701754
28495,NAVALS NATIONAL ACADEMY,1152,581,UTTAR PRADESH,GORAKHPUR,88,0,50.43402777777778
28497,NAVJEEVAN MISSION SCHOOL DEORIA,469,140,UTTAR PRADESH,DEORIA,12,0,29.850746268656714
28498,NAVODAYA CENTRAL SCHOOL CBSE,538,254,KARNATAKA,RAICHUR,21,0,47.21189591078067
28499,NAVRACHANA INTERNATIONAL SCH BHAYALI VADODARA GU,349,159,GUJARAT,VADODARA,10,0,45.55873925501432
28502,NAVY CHILDREN SCHOOL,892,370,ANDHRA PRADESH,VISAKHAPATNAM,64,0,41.47982062780269
28503,NAVY CHILDREN SCHOOL,892,370,MAHARASHTRA,MUMBAI,35,0,41.47982062780269
28504,NAVY CHILDREN SCHOOL,892,209,ANDHRA PRADESH,VISAKHAPATNAM,64,0,23.430493273542602
28505,NAVY CHILDREN SCHOOL,892,209,MAHARASHTRA,MUMBAI,35,0,23.430493273542602
28506,NAVYABHARATHI GLOBAL SCHOOL,353,177,TELANGANA,NIZAMABAD,16,0,50.14164305949008
28508,NBN SINHGAD TECHNICAL INSTITUTES CAMPUS,460,271,MAHARASHTRA,PUNE,35,2,58.913043478260875
28510,NEEHAR MEERA NATIONAL SR SEC SCHOOL,438,116,UTTAR PRADESH,ALIGARH,16,0,26.48401826484018
28511,NEERAJ BAJPAYEE INTERNATIONAL SCHOOL,299,137,CHHATTISGARH,RAJNANDGAON,11,0,45.819397993311036
28512,"NEERAJ PUBLIC SCHOOL, RAJNANDGAON",308,180,CHHATTISGARH,RAJNANDGAON,12,0,58.44155844155844
28513,NERIM CHALLENGE ACADEMY,190,41,ASSAM,DARRANG (MANGALDOI),2,0,21.578947368421055
28514,NERIST DEGREE BLOCK,558,244,ARUNACHAL PRADESH,ITANAGAR/NAHARLAGUN,11,0,43.727598566308245
28515,"NETAJI SUBHASHCHANDRA BOSE COLLEGE, NANDED",471,279,MAHARASHTRA,NANDED,48,0,59.23566878980891
28516,NETHAJI MEMORIAL ARTS& SCIENCE COLLEGE NEMMARA,433,289,KERALA,PALAKKAD,44,0,66.74364896073904
28517,NETHAJI PUBLIC SCHOOL,279,163,KARNATAKA,HASSAN,8,0,58.422939068100355
28518,NEUGAL PUBLIC SCHOOL,232,143,HIMACHAL PRADESH,KANGRA/PALAMPUR,15,0,61.63793103448276
28519,NEW ANGELS SENIOR SECONDARY SCHOOL,495,249,UTTAR PRADESH,PRATAPGARH,24,0,50.303030303030305
28522,NEW DELHI PUBLIC SCHOOL,200,53,CHHATTISGARH,AMBIKAPUR,4,0,26.5
28523,NEW DIGAMBER PUBLIC SCHOOL,710,422,MADHYA PRADESH,INDORE,50,0,59.436619718309856
28524,NEW ENGLISH ACADEMY OF GENIUS,262,120,MAHARASHTRA,WARDHA,9,0,45.80152671755725
28525,NEW ENGLISH SCHOOL,543,326,MAHARASHTRA,PUNE,58,1,60.036832412523026
28526,NEW ERA PROGRESSIVE SCHOOL,469,251,CHHATTISGARH,KORBA,20,0,53.5181236673774
28527,NEW ERA SCHOOL,226,60,UTTAR PRADESH,UNNAO,3,0,26.548672566371685
28529,NEW GREEN FIELD SCHOOL SAKET NEW DELHI,681,458,DELHI,DELHI/NEW DELHI,71,0,67.25403817914831
28530,NEW GYAN BHARTI INTERNATIONAL SCHOOL,249,83,BIHAR,NAWADA,13,0,33.33333333333333
28531,NEW HIGH SCHOOL YASHWANTNAGAR SANGLI,279,151,MAHARASHTRA,SANGLI,21,0,54.121863799283155
28532,NEW HORIZON PUBLIC SCHOOL,447,220,BIHAR,DARBHANGA,22,0,49.21700223713646
28533,"NEW HORIZON SCHOLAR''S SCHOOL ,KAVESAR",657,364,MAHARASHTRA,THANE,42,1,55.403348554033485
28534,NEW HORIZON SCHOLARS SCHOOL AIROLI NAVIMUMBAI MR,420,220,MAHARASHTRA,THANE,29,0,52.38095238095239
28535,"NEW HORIZON SCHOLARS SCHOOL, VASANT LAWNS",401,191,MAHARASHTRA,THANE,20,0,47.63092269326683
28536,NEW HORIZON SCHOOL,460,108,UTTAR PRADESH,MUZAFFARNAGAR,12,0,23.47826086956522
28537,NEW LAHORIA VIDYA MANDIR SR. SEC SCHOOL,583,408,HARYANA,HISSAR,83,1,69.9828473413379
28538,NEW LANCER`S CONVENT,465,247,UTTAR PRADESH,BULANDSHAHR,30,0,53.118279569892465
28539,NEW LIGHT NURSERY SCHOOL,467,145,UTTAR PRADESH,AMBEDKAR NAGAR,11,0,31.049250535331907
28540,NEW LOOK SR. SEC. SCHOOL,304,210,RAJASTHAN,KOTA,38,0,69.07894736842105
